name,team,points,ranking,type,year
Yates Simon,Mitchelton-Scott,849,3,top-gc-riders,2018
Wellens Tim,Lotto Fix All,673,8,top-gc-riders,2018
Dumoulin Tom,Team Sunweb,669,9,top-gc-riders,2018
Pozzovivo Domenico,Bahrain Merida Pro Cycling Team,640,12,top-gc-riders,2018
Meintjes Louis,Team Dimension Data,617,15,top-gc-riders,2018
López Miguel Ángel,Astana Pro Team,566,24,top-gc-riders,2018
Poels Wout,Team Sky,532,25,top-gc-riders,2018
Pinot Thibaut,Groupama - FDJ,528,26,top-gc-riders,2018
Ulissi Diego,UAE Team Emirates,525,27,top-gc-riders,2018
Bennett George,Team LottoNL-Jumbo,510,28,top-gc-riders,2018
Konrad Patrick,BORA - hansgrohe,401,42,top-gc-riders,2018
de la Cruz David,Team Sky,353,47,top-gc-riders,2018
Lutsenko Alexey,Astana Pro Team,345,50,top-gc-riders,2018
Sánchez Luis León,Astana Pro Team,337,52,top-gc-riders,2018
Oomen Sam,Team Sunweb,337,51,top-gc-riders,2018
Nieve Mikel,Mitchelton-Scott,336,53,top-gc-riders,2018
Formolo Davide,BORA - hansgrohe,330,54,top-gc-riders,2018
Armée Sander,Lotto Fix All,290,64,top-gc-riders,2018
Pedersen Mads,Trek - Segafredo,285,65,top-gc-riders,2018
Woods Michael,Team EF Education First-Drapac p/b Cannondale,279,68,top-gc-riders,2018
Carapaz Richard,Movistar Team,276,69,top-gc-riders,2018
Chaves Esteban,Mitchelton-Scott,274,71,top-gc-riders,2018
Haig Jack,Mitchelton-Scott,246,83,top-gc-riders,2018
Hirt Jan,Astana Pro Team,232,88,top-gc-riders,2018
Großschartner Felix,BORA - hansgrohe,221,93,top-gc-riders,2018
Polanc Jan,UAE Team Emirates,219,97,top-gc-riders,2018
Viviani Elia,Quick-Step Floors,219,94,top-gc-riders,2018
Mosca Jacopo,Wilier Triestina - Selle Italia,211,99,top-gc-riders,2018
Venturini Clément,AG2R La Mondiale,205,101,top-gc-riders,2018
Bilbao Pello,Astana Pro Team,187,112,top-gc-riders,2018
Cattaneo Mattia,Androni Giocattoli - Sidermec,183,114,top-gc-riders,2018
Masnada Fausto,Androni Giocattoli - Sidermec,180,119,top-gc-riders,2018
Cavagna Rémi,Quick-Step Floors,170,131,top-gc-riders,2018
Hermans Ben,Israel Cycling Academy,167,134,top-gc-riders,2018
Geniez Alexandre,AG2R La Mondiale,164,136,top-gc-riders,2018
Laengen Vegard Stake,UAE Team Emirates,163,140,top-gc-riders,2018
Mohorič Matej,Bahrain Merida Pro Cycling Team,158,148,top-gc-riders,2018
Vliegen Loïc,BMC Racing Team,153,154,top-gc-riders,2018
Ciccone Giulio,Bardiani - CSF,144,165,top-gc-riders,2018
Carthy Hugh,Team EF Education First-Drapac p/b Cannondale,142,167,top-gc-riders,2018
O'Connor Ben,Team Dimension Data,141,168,top-gc-riders,2018
Schachmann Maximilian,Quick-Step Floors,140,169,top-gc-riders,2018
Gonçalves José,Team Katusha Alpecin,139,170,top-gc-riders,2018
Conti Valerio,UAE Team Emirates,134,173,top-gc-riders,2018
Van der Sande Tosh,Lotto Fix All,128,182,top-gc-riders,2018
Lammertink Maurits,Team Katusha Alpecin,124,185,top-gc-riders,2018
Gavazzi Francesco,Androni Giocattoli - Sidermec,120,197,top-gc-riders,2018
Atapuma Darwin,UAE Team Emirates,119,199,top-gc-riders,2018
Zeits Andrey,Astana Pro Team,118,200,top-gc-riders,2018
Torres Rodolfo Andrés,Androni Giocattoli - Sidermec,115,204,top-gc-riders,2018
Gesink Robert,Team LottoNL-Jumbo,112,210,top-gc-riders,2018
Hofstede Lennard,Team Sunweb,109,220,top-gc-riders,2018
Bertazzo Liam,Wilier Triestina - Selle Italia,108,223,top-gc-riders,2018
Reichenbach Sébastien,Groupama - FDJ,105,229,top-gc-riders,2018
Mareczko Jakub,Wilier Triestina - Selle Italia,105,228,top-gc-riders,2018
Sénéchal Florian,Quick-Step Floors,103,232,top-gc-riders,2018
van Emden Jos,Team LottoNL-Jumbo,93,257,top-gc-riders,2018
Campenaerts Victor,Lotto Fix All,93,256,top-gc-riders,2018
Boivin Guillaume,Israel Cycling Academy,93,260,top-gc-riders,2018
de la Parte Víctor,Movistar Team,88,273,top-gc-riders,2018
Hansen Adam,Lotto Fix All,81,291,top-gc-riders,2018
Dennis Rohan,BMC Racing Team,80,303,top-gc-riders,2018
Hamilton Chris,Team Sunweb,76,318,top-gc-riders,2018
Cherel Mikaël,AG2R La Mondiale,68,352,top-gc-riders,2018
Bouwman Koen,Team LottoNL-Jumbo,66,357,top-gc-riders,2018
Juul-Jensen Christopher,Mitchelton-Scott,66,356,top-gc-riders,2018
Eg Niklas,Trek - Segafredo,65,361,top-gc-riders,2018
Neilands Krists,Israel Cycling Academy,62,378,top-gc-riders,2018
Puccio Salvatore,Team Sky,60,391,top-gc-riders,2018
De Marchi Alessandro,BMC Racing Team,60,396,top-gc-riders,2018
Štybar Zdeněk,Quick-Step Floors,58,403,top-gc-riders,2018
Sepúlveda Eduardo,Movistar Team,57,418,top-gc-riders,2018
Novak Domen,Bahrain Merida Pro Cycling Team,57,416,top-gc-riders,2018
Dombrowski Joe,Team EF Education First-Drapac p/b Cannondale,55,429,top-gc-riders,2018
Haga Chad,Team Sunweb,55,428,top-gc-riders,2018
Pedrero Antonio,Movistar Team,53,440,top-gc-riders,2018
Villella Davide,Astana Pro Team,53,444,top-gc-riders,2018
Brown Nathan,Team EF Education First-Drapac p/b Cannondale,52,450,top-gc-riders,2018
Maestri Mirco,Bardiani - CSF,52,448,top-gc-riders,2018
Elissonde Kenny,Team Sky,50,469,top-gc-riders,2018
Mullen Ryan,Trek - Segafredo,50,468,top-gc-riders,2018
Bidard François,AG2R La Mondiale,47,488,top-gc-riders,2018
Berhane Natnael,Team Dimension Data,47,484,top-gc-riders,2018
Quintana Dayer,Movistar Team,46,492,top-gc-riders,2018
Vendrame Andrea,Androni Giocattoli - Sidermec,45,500,top-gc-riders,2018
Boaro Manuele,Bahrain Merida Pro Cycling Team,45,505,top-gc-riders,2018
Vervaeke Louis,Team Sunweb,44,516,top-gc-riders,2018
Mørkøv Michael,Quick-Step Floors,44,511,top-gc-riders,2018
Nibali Antonio,Bahrain Merida Pro Cycling Team,43,530,top-gc-riders,2018
van Poppel Danny,Team LottoNL-Jumbo,41,544,top-gc-riders,2018
Battaglin Enrico,Team LottoNL-Jumbo,39,562,top-gc-riders,2018
Zardini Edoardo,Wilier Triestina - Selle Italia,39,568,top-gc-riders,2018
Benedetti Cesare,BORA - hansgrohe,39,569,top-gc-riders,2018
Lindeman Bert-Jan,Team LottoNL-Jumbo,38,572,top-gc-riders,2018
Ladagnous Matthieu,Groupama - FDJ,35,614,top-gc-riders,2018
Brambilla Gianluca,Trek - Segafredo,33,644,top-gc-riders,2018
Bennett Sam,BORA - hansgrohe,33,636,top-gc-riders,2018
van Poppel Boy,Trek - Segafredo,31,671,top-gc-riders,2018
Sbaragli Kristian,Israel Cycling Academy,30,703,top-gc-riders,2018
Van Asbroeck Tom,Team EF Education First-Drapac p/b Cannondale,30,709,top-gc-riders,2018
Selig Rüdiger,BORA - hansgrohe,30,700,top-gc-riders,2018
Bewley Sam,Mitchelton-Scott,30,677,top-gc-riders,2018
Modolo Sacha,Team EF Education First-Drapac p/b Cannondale,30,694,top-gc-riders,2018
Roux Anthony,Groupama - FDJ,30,688,top-gc-riders,2018
Jauregui Quentin,AG2R La Mondiale,25,780,top-gc-riders,2018
Dowsett Alex,Team Katusha Alpecin,25,788,top-gc-riders,2018
Scully Tom,Team EF Education First-Drapac p/b Cannondale,25,778,top-gc-riders,2018
Fernández Rubén,Movistar Team,24,818,top-gc-riders,2018
King Ben,Team Dimension Data,23,840,top-gc-riders,2018
Simion Paolo,Bardiani - CSF,23,832,top-gc-riders,2018
Debusschere Jens,Lotto Fix All,18,926,top-gc-riders,2018
Bonifazio Niccolò,Bahrain Merida Pro Cycling Team,16,971,top-gc-riders,2018
Denz Nico,AG2R La Mondiale,15,990,top-gc-riders,2018
Viviani Elia,Quick-Step Floors,1162.5,6,top-sprinters,2018
Mareczko Jakub,Wilier Triestina - Selle Italia,968,10,top-sprinters,2018
Bennett Sam,BORA - hansgrohe,806,16,top-sprinters,2018
Modolo Sacha,Team EF Education First-Drapac p/b Cannondale,588.6,21,top-sprinters,2018
Drucker Jempy,BMC Racing Team,562,23,top-sprinters,2018
Bonifazio Niccolò,Bahrain Merida Pro Cycling Team,405,38,top-sprinters,2018
Gibbons Ryan,Team Dimension Data,375.4,44,top-sprinters,2018
Debusschere Jens,Lotto Fix All,374.4,45,top-sprinters,2018
van Poppel Danny,Team LottoNL-Jumbo,349,51,top-sprinters,2018
Selig Rüdiger,BORA - hansgrohe,334,56,top-sprinters,2018
Belletti Manuel,Androni Giocattoli - Sidermec,292,73,top-sprinters,2018
Ulissi Diego,UAE Team Emirates,278,80,top-sprinters,2018
Venturini Clément,AG2R La Mondiale,276,81,top-sprinters,2018
Gavazzi Francesco,Androni Giocattoli - Sidermec,245.5,103,top-sprinters,2018
Boivin Guillaume,Israel Cycling Academy,243,105,top-sprinters,2018
Planckaert Baptiste,Team Katusha Alpecin,231.2,114,top-sprinters,2018
Van Asbroeck Tom,Team EF Education First-Drapac p/b Cannondale,206.6,130,top-sprinters,2018
Van der Sande Tosh,Lotto Fix All,205,133,top-sprinters,2018
Barbin Enrico,Bardiani - CSF,195.9,145,top-sprinters,2018
Wellens Tim,Lotto Fix All,189.8,154,top-sprinters,2018
Bertazzo Liam,Wilier Triestina - Selle Italia,187,158,top-sprinters,2018
Sbaragli Kristian,Israel Cycling Academy,172,172,top-sprinters,2018
Štybar Zdeněk,Quick-Step Floors,165.4,180,top-sprinters,2018
Battaglin Enrico,Team LottoNL-Jumbo,159.2,186,top-sprinters,2018
van Poppel Boy,Trek - Segafredo,158,188,top-sprinters,2018
Roelandts Jürgen,BMC Racing Team,148.4,202,top-sprinters,2018
Würtz Schmidt Mads,Team Katusha Alpecin,144,209,top-sprinters,2018
Simion Paolo,Bardiani - CSF,141,213,top-sprinters,2018
Guardini Andrea,Bardiani - CSF,136,221,top-sprinters,2018
Vendrame Andrea,Androni Giocattoli - Sidermec,128,239,top-sprinters,2018
Cattaneo Mattia,Androni Giocattoli - Sidermec,112,279,top-sprinters,2018
Mosca Jacopo,Wilier Triestina - Selle Italia,111,284,top-sprinters,2018
Sánchez Luis León,Astana Pro Team,103.2,301,top-sprinters,2018
Froome Chris,Team Sky,96.1,332,top-sprinters,2018
Sénéchal Florian,Quick-Step Floors,94.4,340,top-sprinters,2018
Ballerini Davide,Androni Giocattoli - Sidermec,87,365,top-sprinters,2018
Roux Anthony,Groupama - FDJ,84,378,top-sprinters,2018
Vliegen Loïc,BMC Racing Team,81.6,391,top-sprinters,2018
Kuznetsov Viacheslav,Team Katusha Alpecin,78.2,413,top-sprinters,2018
Armée Sander,Lotto Fix All,78,417,top-sprinters,2018
Dennis Rohan,BMC Racing Team,76,428,top-sprinters,2018
Mohorič Matej,Bahrain Merida Pro Cycling Team,66.4,497,top-sprinters,2018
Polanc Jan,UAE Team Emirates,57.5,564,top-sprinters,2018
Dempster Zak,Israel Cycling Academy,57,567,top-sprinters,2018
Pedersen Mads,Trek - Segafredo,55,591,top-sprinters,2018
Pozzovivo Domenico,Bahrain Merida Pro Cycling Team,50.7,634,top-sprinters,2018
Lutsenko Alexey,Astana Pro Team,47.2,666,top-sprinters,2018
Geniez Alexandre,AG2R La Mondiale,47,670,top-sprinters,2018
Hermans Ben,Israel Cycling Academy,44.5,704,top-sprinters,2018
Neilands Krists,Israel Cycling Academy,44,724,top-sprinters,2018
Brambilla Gianluca,Trek - Segafredo,44,716,top-sprinters,2018
Woods Michael,Team EF Education First-Drapac p/b Cannondale,44,720,top-sprinters,2018
Chaves Esteban,Mitchelton-Scott,42.8,740,top-sprinters,2018
Maestri Mirco,Bardiani - CSF,42,741,top-sprinters,2018
Pinot Thibaut,Groupama - FDJ,41.2,762,top-sprinters,2018
Hofstede Lennard,Team Sunweb,37,834,top-sprinters,2018
Campenaerts Victor,Lotto Fix All,34.6,879,top-sprinters,2018
Docker Mitchell,Team EF Education First-Drapac p/b Cannondale,33,904,top-sprinters,2018
Bouwman Koen,Team LottoNL-Jumbo,32.8,922,top-sprinters,2018
Andreetta Simone,Bardiani - CSF,32,934,top-sprinters,2018
de la Cruz David,Team Sky,32,936,top-sprinters,2018
Pantano Jarlinson,Trek - Segafredo,32,932,top-sprinters,2018
Torres Rodolfo Andrés,Androni Giocattoli - Sidermec,31,964,top-sprinters,2018
Scully Tom,Team EF Education First-Drapac p/b Cannondale,30,982,top-sprinters,2018
Mori Manuele,UAE Team Emirates,30,987,top-sprinters,2018
Aru Fabio,UAE Team Emirates,29.2,996,top-sprinters,2018
Dumoulin Tom,Team Sunweb,716,2,top-time-trial-riders,2018
Kiryienka Vasil,Team Sky,704,3,top-time-trial-riders,2018
Martin Tony,Team Katusha Alpecin,670,4,top-time-trial-riders,2018
Froome Chris,Team Sky,668,5,top-time-trial-riders,2018
van Emden Jos,Team LottoNL-Jumbo,558,7,top-time-trial-riders,2018
Dennis Rohan,BMC Racing Team,470,12,top-time-trial-riders,2018
Dowsett Alex,Team Katusha Alpecin,359,16,top-time-trial-riders,2018
Campenaerts Victor,Lotto Fix All,356,17,top-time-trial-riders,2018
Mullen Ryan,Trek - Segafredo,242,28,top-time-trial-riders,2018
Schachmann Maximilian,Quick-Step Floors,206,41,top-time-trial-riders,2018
Pedersen Mads,Trek - Segafredo,180,47,top-time-trial-riders,2018
Preidler Georg,Groupama - FDJ,160,55,top-time-trial-riders,2018
de la Cruz David,Team Sky,151,61,top-time-trial-riders,2018
Sánchez Luis León,Astana Pro Team,138,65,top-time-trial-riders,2018
Drucker Jempy,BMC Racing Team,133,69,top-time-trial-riders,2018
Haga Chad,Team Sunweb,128,70,top-time-trial-riders,2018
Pinot Thibaut,Groupama - FDJ,123,71,top-time-trial-riders,2018
Poels Wout,Team Sky,114,79,top-time-trial-riders,2018
Cavagna Rémi,Quick-Step Floors,109,83,top-time-trial-riders,2018
de la Parte Víctor,Movistar Team,99,95,top-time-trial-riders,2018
Roche Nicolas,BMC Racing Team,95,102,top-time-trial-riders,2018
Wellens Tim,Lotto Fix All,91,107,top-time-trial-riders,2018
Bennett George,Team LottoNL-Jumbo,88,113,top-time-trial-riders,2018
Oomen Sam,Team Sunweb,84,119,top-time-trial-riders,2018
Würtz Schmidt Mads,Team Katusha Alpecin,74,139,top-time-trial-riders,2018
Ulissi Diego,UAE Team Emirates,73,142,top-time-trial-riders,2018
Yates Simon,Mitchelton-Scott,71,149,top-time-trial-riders,2018
Cattaneo Mattia,Androni Giocattoli - Sidermec,69,155,top-time-trial-riders,2018
Geniez Alexandre,AG2R La Mondiale,66,165,top-time-trial-riders,2018
Lutsenko Alexey,Astana Pro Team,65,168,top-time-trial-riders,2018
Boivin Guillaume,Israel Cycling Academy,62,182,top-time-trial-riders,2018
López Miguel Ángel,Astana Pro Team,62,181,top-time-trial-riders,2018
Vendrame Andrea,Androni Giocattoli - Sidermec,60,186,top-time-trial-riders,2018
Polanc Jan,UAE Team Emirates,60,187,top-time-trial-riders,2018
van Poppel Danny,Team LottoNL-Jumbo,60,189,top-time-trial-riders,2018
Bertazzo Liam,Wilier Triestina - Selle Italia,53,215,top-time-trial-riders,2018
Venturini Clément,AG2R La Mondiale,50,223,top-time-trial-riders,2018
Pozzovivo Domenico,Bahrain Merida Pro Cycling Team,50,232,top-time-trial-riders,2018
Henao Sergio,Team Sky,50,224,top-time-trial-riders,2018
Bouwman Koen,Team LottoNL-Jumbo,47,247,top-time-trial-riders,2018
Tuft Svein,Mitchelton-Scott,46,256,top-time-trial-riders,2018
Ciccone Giulio,Bardiani - CSF,46,261,top-time-trial-riders,2018
Roux Anthony,Groupama - FDJ,45,265,top-time-trial-riders,2018
Roy Jérémy,Groupama - FDJ,44,271,top-time-trial-riders,2018
Pantano Jarlinson,Trek - Segafredo,42,283,top-time-trial-riders,2018
Neilands Krists,Israel Cycling Academy,41,294,top-time-trial-riders,2018
Hermans Ben,Israel Cycling Academy,40,304,top-time-trial-riders,2018
Sénéchal Florian,Quick-Step Floors,39,309,top-time-trial-riders,2018
Pfingsten Christoph,BORA - hansgrohe,38,317,top-time-trial-riders,2018
Gesink Robert,Team LottoNL-Jumbo,35,339,top-time-trial-riders,2018
Gonçalves José,Team Katusha Alpecin,34,348,top-time-trial-riders,2018
Konrad Patrick,BORA - hansgrohe,34,346,top-time-trial-riders,2018
Senni Manuel,Bardiani - CSF,34,354,top-time-trial-riders,2018
Sagiv Guy,Israel Cycling Academy,30,404,top-time-trial-riders,2018
Eg Niklas,Trek - Segafredo,29,433,top-time-trial-riders,2018
Roelandts Jürgen,BMC Racing Team,26,470,top-time-trial-riders,2018
Belkov Maxim,Team Katusha Alpecin,25,533,top-time-trial-riders,2018
Berhane Natnael,Team Dimension Data,25,479,top-time-trial-riders,2018
Meintjes Louis,Team Dimension Data,23,537,top-time-trial-riders,2018
Laengen Vegard Stake,UAE Team Emirates,22,548,top-time-trial-riders,2018
Conti Valerio,UAE Team Emirates,22,542,top-time-trial-riders,2018
Frapporti Marco,Androni Giocattoli - Sidermec,21,568,top-time-trial-riders,2018
Siutsou Kanstantsin,Bahrain Merida Pro Cycling Team,21,572,top-time-trial-riders,2018
Viviani Elia,Quick-Step Floors,21,573,top-time-trial-riders,2018
Aru Fabio,UAE Team Emirates,21,567,top-time-trial-riders,2018
Fernández Rubén,Movistar Team,20,611,top-time-trial-riders,2018
Torres Rodolfo Andrés,Androni Giocattoli - Sidermec,20,630,top-time-trial-riders,2018
Reichenbach Sébastien,Groupama - FDJ,19,653,top-time-trial-riders,2018
Formolo Davide,BORA - hansgrohe,18,676,top-time-trial-riders,2018
Boaro Manuele,Bahrain Merida Pro Cycling Team,18,678,top-time-trial-riders,2018
Kangert Tanel,Astana Pro Team,15,768,top-time-trial-riders,2018
Denz Nico,AG2R La Mondiale,15,775,top-time-trial-riders,2018
Großschartner Felix,BORA - hansgrohe,15,774,top-time-trial-riders,2018
Bewley Sam,Mitchelton-Scott,14,786,top-time-trial-riders,2018
Puccio Salvatore,Team Sky,13,802,top-time-trial-riders,2018
Mosca Jacopo,Wilier Triestina - Selle Italia,13,803,top-time-trial-riders,2018
Plaza Rubén,Israel Cycling Academy,13,805,top-time-trial-riders,2018
Scully Tom,Team EF Education First-Drapac p/b Cannondale,12,881,top-time-trial-riders,2018
Van Hoecke Gijs,Team LottoNL-Jumbo,10,917,top-time-trial-riders,2018
Betancur Carlos,Movistar Team,10,993,top-time-trial-riders,2018
King Ben,Team Dimension Data,10,959,top-time-trial-riders,2018
Viviani Elia,Quick-Step Floors,837,7,best-classic-riders,2018
Ulissi Diego,UAE Team Emirates,634,14,best-classic-riders,2018
Wellens Tim,Lotto Fix All,616,16,best-classic-riders,2018
Drucker Jempy,BMC Racing Team,497,22,best-classic-riders,2018
Štybar Zdeněk,Quick-Step Floors,458,24,best-classic-riders,2018
Gavazzi Francesco,Androni Giocattoli - Sidermec,349,39,best-classic-riders,2018
Henao Sergio,Team Sky,340,45,best-classic-riders,2018
Pinot Thibaut,Groupama - FDJ,316,47,best-classic-riders,2018
Modolo Sacha,Team EF Education First-Drapac p/b Cannondale,314,48,best-classic-riders,2018
Bennett Sam,BORA - hansgrohe,295,53,best-classic-riders,2018
Planckaert Baptiste,Team Katusha Alpecin,251,67,best-classic-riders,2018
Lutsenko Alexey,Astana Pro Team,236,73,best-classic-riders,2018
Dumoulin Tom,Team Sunweb,235,75,best-classic-riders,2018
Cattaneo Mattia,Androni Giocattoli - Sidermec,221,80,best-classic-riders,2018
Aru Fabio,UAE Team Emirates,208,86,best-classic-riders,2018
Visconti Giovanni,Bahrain Merida Pro Cycling Team,205,88,best-classic-riders,2018
Juul-Jensen Christopher,Mitchelton-Scott,186,102,best-classic-riders,2018
Sánchez Luis León,Astana Pro Team,179,109,best-classic-riders,2018
Woods Michael,Team EF Education First-Drapac p/b Cannondale,173,115,best-classic-riders,2018
Selig Rüdiger,BORA - hansgrohe,166,118,best-classic-riders,2018
Sénéchal Florian,Quick-Step Floors,163,120,best-classic-riders,2018
Belletti Manuel,Androni Giocattoli - Sidermec,160,123,best-classic-riders,2018
Geniez Alexandre,AG2R La Mondiale,160,125,best-classic-riders,2018
Pozzovivo Domenico,Bahrain Merida Pro Cycling Team,159,126,best-classic-riders,2018
Debusschere Jens,Lotto Fix All,158,127,best-classic-riders,2018
Roelandts Jürgen,BMC Racing Team,153,137,best-classic-riders,2018
Roche Nicolas,BMC Racing Team,153,139,best-classic-riders,2018
van Emden Jos,Team LottoNL-Jumbo,151,141,best-classic-riders,2018
Mohorič Matej,Bahrain Merida Pro Cycling Team,150,143,best-classic-riders,2018
Kreuziger Roman,Mitchelton-Scott,143,154,best-classic-riders,2018
Boivin Guillaume,Israel Cycling Academy,140,156,best-classic-riders,2018
Brambilla Gianluca,Trek - Segafredo,134,163,best-classic-riders,2018
Docker Mitchell,Team EF Education First-Drapac p/b Cannondale,133,164,best-classic-riders,2018
Battaglin Enrico,Team LottoNL-Jumbo,122,174,best-classic-riders,2018
Frapporti Marco,Androni Giocattoli - Sidermec,117,180,best-classic-riders,2018
Jauregui Quentin,AG2R La Mondiale,110,191,best-classic-riders,2018
Bonifazio Niccolò,Bahrain Merida Pro Cycling Team,104,201,best-classic-riders,2018
Carapaz Richard,Movistar Team,103,202,best-classic-riders,2018
Villella Davide,Astana Pro Team,101,207,best-classic-riders,2018
Roux Anthony,Groupama - FDJ,97,216,best-classic-riders,2018
Yates Simon,Mitchelton-Scott,97,217,best-classic-riders,2018
Oomen Sam,Team Sunweb,96,221,best-classic-riders,2018
Vendrame Andrea,Androni Giocattoli - Sidermec,92,229,best-classic-riders,2018
Konrad Patrick,BORA - hansgrohe,91,232,best-classic-riders,2018
Vervaeke Louis,Team Sunweb,87,244,best-classic-riders,2018
Laengen Vegard Stake,UAE Team Emirates,87,247,best-classic-riders,2018
Conti Valerio,UAE Team Emirates,84,256,best-classic-riders,2018
Nieve Mikel,Mitchelton-Scott,84,258,best-classic-riders,2018
Kuznetsov Viacheslav,Team Katusha Alpecin,79,270,best-classic-riders,2018
Kiryienka Vasil,Team Sky,77,278,best-classic-riders,2018
Dempster Zak,Israel Cycling Academy,77,277,best-classic-riders,2018
Sbaragli Kristian,Israel Cycling Academy,76,281,best-classic-riders,2018
Haig Jack,Mitchelton-Scott,74,291,best-classic-riders,2018
Marcato Marco,UAE Team Emirates,73,296,best-classic-riders,2018
Würtz Schmidt Mads,Team Katusha Alpecin,71,299,best-classic-riders,2018
Hermans Ben,Israel Cycling Academy,66,319,best-classic-riders,2018
Vliegen Loïc,BMC Racing Team,66,317,best-classic-riders,2018
Cherel Mikaël,AG2R La Mondiale,64,322,best-classic-riders,2018
Gonçalves José,Team Katusha Alpecin,63,332,best-classic-riders,2018
Mullen Ryan,Trek - Segafredo,61,342,best-classic-riders,2018
Campenaerts Victor,Lotto Fix All,61,340,best-classic-riders,2018
Van der Sande Tosh,Lotto Fix All,60,348,best-classic-riders,2018
Gesink Robert,Team LottoNL-Jumbo,58,363,best-classic-riders,2018
Sepúlveda Eduardo,Movistar Team,58,361,best-classic-riders,2018
Lindeman Bert-Jan,Team LottoNL-Jumbo,58,364,best-classic-riders,2018
Ciccone Giulio,Bardiani - CSF,58,362,best-classic-riders,2018
Cavagna Rémi,Quick-Step Floors,57,373,best-classic-riders,2018
Van Asbroeck Tom,Team EF Education First-Drapac p/b Cannondale,57,368,best-classic-riders,2018
Mørkøv Michael,Quick-Step Floors,50,401,best-classic-riders,2018
Lammertink Maurits,Team Katusha Alpecin,47,419,best-classic-riders,2018
Ventoso Francisco José,BMC Racing Team,47,416,best-classic-riders,2018
Martin Tony,Team Katusha Alpecin,45,427,best-classic-riders,2018
Senni Manuel,Bardiani - CSF,45,426,best-classic-riders,2018
Poels Wout,Team Sky,45,428,best-classic-riders,2018
Ladagnous Matthieu,Groupama - FDJ,44,429,best-classic-riders,2018
De Marchi Alessandro,BMC Racing Team,40,461,best-classic-riders,2018
Venturini Clément,AG2R La Mondiale,39,466,best-classic-riders,2018
Pedersen Mads,Trek - Segafredo,39,476,best-classic-riders,2018
Masnada Fausto,Androni Giocattoli - Sidermec,38,483,best-classic-riders,2018
Pantano Jarlinson,Trek - Segafredo,38,485,best-classic-riders,2018
van Poppel Boy,Trek - Segafredo,36,498,best-classic-riders,2018
Ballerini Davide,Androni Giocattoli - Sidermec,35,513,best-classic-riders,2018
Polanc Jan,UAE Team Emirates,35,507,best-classic-riders,2018
Pfingsten Christoph,BORA - hansgrohe,35,508,best-classic-riders,2018
Benedetti Cesare,BORA - hansgrohe,34,519,best-classic-riders,2018
Scully Tom,Team EF Education First-Drapac p/b Cannondale,34,515,best-classic-riders,2018
Schachmann Maximilian,Quick-Step Floors,34,521,best-classic-riders,2018
Barbin Enrico,Bardiani - CSF,34,522,best-classic-riders,2018
Torres Rodolfo Andrés,Androni Giocattoli - Sidermec,33,532,best-classic-riders,2018
Bilbao Pello,Astana Pro Team,33,540,best-classic-riders,2018
Bak Lars Ytting,Lotto Fix All,33,537,best-classic-riders,2018
Van Hoecke Gijs,Team LottoNL-Jumbo,32,545,best-classic-riders,2018
Valls Rafael,Movistar Team,32,554,best-classic-riders,2018
Neilands Krists,Israel Cycling Academy,26,625,best-classic-riders,2018
Frison Frederik,Lotto Fix All,26,621,best-classic-riders,2018
Fernández Rubén,Movistar Team,25,637,best-classic-riders,2018
Meintjes Louis,Team Dimension Data,25,644,best-classic-riders,2018
de la Cruz David,Team Sky,25,650,best-classic-riders,2018
Berhane Natnael,Team Dimension Data,25,648,best-classic-riders,2018
Brown Nathan,Team EF Education First-Drapac p/b Cannondale,25,638,best-classic-riders,2018
Janse van Rensburg Jacques,Team Dimension Data,25,642,best-classic-riders,2018
Bertazzo Liam,Wilier Triestina - Selle Italia,24,661,best-classic-riders,2018
Hirt Jan,Astana Pro Team,24,656,best-classic-riders,2018
Curvers Roy,Team Sunweb,23,678,best-classic-riders,2018
Puccio Salvatore,Team Sky,23,671,best-classic-riders,2018
Hofstede Lennard,Team Sunweb,23,670,best-classic-riders,2018
Betancur Carlos,Movistar Team,23,675,best-classic-riders,2018
Venter Jaco,Team Dimension Data,23,684,best-classic-riders,2018
Reichenbach Sébastien,Groupama - FDJ,22,689,best-classic-riders,2018
Mori Manuele,UAE Team Emirates,21,705,best-classic-riders,2018
Coledan Marco,Wilier Triestina - Selle Italia,21,708,best-classic-riders,2018
de la Parte Víctor,Movistar Team,20,740,best-classic-riders,2018
Hamilton Chris,Team Sunweb,20,719,best-classic-riders,2018
Schillinger Andreas,BORA - hansgrohe,19,755,best-classic-riders,2018
Preidler Georg,Groupama - FDJ,18,781,best-classic-riders,2018
Knees Christian,Team Sky,18,771,best-classic-riders,2018
Formolo Davide,BORA - hansgrohe,17,798,best-classic-riders,2018
Antón Igor,Team Dimension Data,17,791,best-classic-riders,2018
Elissonde Kenny,Team Sky,16,822,best-classic-riders,2018
Zeits Andrey,Astana Pro Team,15,892,best-classic-riders,2018
Gibbons Ryan,Team Dimension Data,15,893,best-classic-riders,2018
Sabatini Fabio,Quick-Step Floors,15,840,best-classic-riders,2018
Andreetta Simone,Bardiani - CSF,15,889,best-classic-riders,2018
Mosca Jacopo,Wilier Triestina - Selle Italia,15,880,best-classic-riders,2018
Maestri Mirco,Bardiani - CSF,14,928,best-classic-riders,2018
van Poppel Danny,Team LottoNL-Jumbo,13,955,best-classic-riders,2018
Bouwman Koen,Team LottoNL-Jumbo,13,958,best-classic-riders,2018
