name,team,points,ranking,type,year
Quintana Nairo,Movistar Team,1200,1,top-gc-riders,2016
Froome Chris,Team Sky,1015,3,top-gc-riders,2016
Valverde Alejandro,Movistar Team,980,5,top-gc-riders,2016
Porte Richie,BMC Racing Team,901,6,top-gc-riders,2016
Pinot Thibaut,FDJ,848,7,top-gc-riders,2016
Pozzovivo Domenico,AG2R La Mondiale,689,9,top-gc-riders,2016
Majka Rafał,Tinkoff,595,12,top-gc-riders,2016
Thomas Geraint,Team Sky,590,13,top-gc-riders,2016
Mollema Bauke,Trek - Segafredo,535,14,top-gc-riders,2016
Bardet Romain,AG2R La Mondiale,523,16,top-gc-riders,2016
Dumoulin Tom,Team Giant - Alpecin,496,17,top-gc-riders,2016
Henao Sergio,Team Sky,494,18,top-gc-riders,2016
Nibali Vincenzo,Astana Pro Team,485,19,top-gc-riders,2016
Nieve Mikel,Team Sky,468,20,top-gc-riders,2016
Izagirre Ion,Movistar Team,468,21,top-gc-riders,2016
Boasson Hagen Edvald,Team Dimension Data,455,23,top-gc-riders,2016
Costa Rui,Lampre - Merida,446,25,top-gc-riders,2016
Dennis Rohan,BMC Racing Team,440,27,top-gc-riders,2016
Van Avermaet Greg,BMC Racing Team,440,26,top-gc-riders,2016
Landa Mikel,Team Sky,417,29,top-gc-riders,2016
Meintjes Louis,Lampre - Merida,372,36,top-gc-riders,2016
Rolland Pierre,Cannondale-Drapac Pro Cycling Team,352,41,top-gc-riders,2016
Kristoff Alexander,Team Katusha ,342,46,top-gc-riders,2016
Poels Wout,Team Sky,340,47,top-gc-riders,2016
Kelderman Wilco,Team LottoNL-Jumbo,323,50,top-gc-riders,2016
Bakelants Jan,AG2R La Mondiale,305,55,top-gc-riders,2016
Bárta Jan,Bora - Argon 18,276,64,top-gc-riders,2016
Fuglsang Jakob,Astana Pro Team,272,67,top-gc-riders,2016
Juul-Jensen Christopher,ORICA-BikeExchange,265,70,top-gc-riders,2016
Caruso Damiano,BMC Racing Team,254,77,top-gc-riders,2016
Barguil Warren,Team Giant - Alpecin,248,79,top-gc-riders,2016
Kangert Tanel,Astana Pro Team,245,82,top-gc-riders,2016
Sagan Peter,Tinkoff,245,81,top-gc-riders,2016
Izagirre Gorka,Movistar Team,244,83,top-gc-riders,2016
Gallopin Tony,Lotto Soudal,230,90,top-gc-riders,2016
Vuillermoz Alexis,AG2R La Mondiale,223,92,top-gc-riders,2016
Sepúlveda Eduardo,Fortuneo - Vital Concept,217,97,top-gc-riders,2016
Herrada Jesús,Movistar Team,198,107,top-gc-riders,2016
Yates Adam,ORICA-BikeExchange,195,108,top-gc-riders,2016
Gougeard Alexis,AG2R La Mondiale,189,111,top-gc-riders,2016
Coquard Bryan,Direct Energie,186,115,top-gc-riders,2016
Alaphilippe Julian,Etixx - Quick Step,185,116,top-gc-riders,2016
Cavendish Mark,Team Dimension Data,180,120,top-gc-riders,2016
Edet Nicolas,"Cofidis, Solutions Crédits",179,122,top-gc-riders,2016
Cherel Mikaël,AG2R La Mondiale,174,130,top-gc-riders,2016
Konrad Patrick,Bora - Argon 18,173,132,top-gc-riders,2016
Berhane Natnael,Team Dimension Data,169,137,top-gc-riders,2016
Sánchez Luis León,Astana Pro Team,166,139,top-gc-riders,2016
Rosa Diego,Astana Pro Team,165,142,top-gc-riders,2016
Degenkolb John,Team Giant - Alpecin,165,140,top-gc-riders,2016
van Baarle Dylan,Cannondale-Drapac Pro Cycling Team,161,149,top-gc-riders,2016
Impey Daryl,ORICA-BikeExchange,159,152,top-gc-riders,2016
Périchon Pierre-Luc,Fortuneo - Vital Concept,157,156,top-gc-riders,2016
Grmay Tsgabu,Lampre - Merida,155,162,top-gc-riders,2016
Hansen Adam,Lotto Soudal,142,180,top-gc-riders,2016
Naesen Oliver,IAM Cycling,142,179,top-gc-riders,2016
Theuns Edward,Trek - Segafredo,140,184,top-gc-riders,2016
Bodnar Maciej,Tinkoff,140,182,top-gc-riders,2016
Bennett George,Team LottoNL-Jumbo,137,187,top-gc-riders,2016
Haller Marco,Team Katusha ,130,200,top-gc-riders,2016
Anacona Winner,Movistar Team,121,211,top-gc-riders,2016
Reichenbach Sébastien,FDJ,119,217,top-gc-riders,2016
Durbridge Luke,ORICA-BikeExchange,110,234,top-gc-riders,2016
Debusschere Jens,Lotto Soudal,106,246,top-gc-riders,2016
Ladagnous Matthieu,FDJ,106,248,top-gc-riders,2016
Gautier Cyril,AG2R La Mondiale,100,261,top-gc-riders,2016
Oliveira Nelson,Movistar Team,100,260,top-gc-riders,2016
Hollenstein Reto,IAM Cycling,95,275,top-gc-riders,2016
Rowe Luke,Team Sky,95,274,top-gc-riders,2016
Lutsenko Alexey,Astana Pro Team,89,290,top-gc-riders,2016
Vermote Julien,Etixx - Quick Step,85,305,top-gc-riders,2016
Navarro Daniel,"Cofidis, Solutions Crédits",81,314,top-gc-riders,2016
Duchesne Antoine,Direct Energie,79,321,top-gc-riders,2016
Geschke Simon,Team Giant - Alpecin,78,328,top-gc-riders,2016
Vanmarcke Sep,Team LottoNL-Jumbo,71,351,top-gc-riders,2016
Maté Luis Ángel,"Cofidis, Solutions Crédits",67,373,top-gc-riders,2016
Delaplace Anthony,Fortuneo - Vital Concept,65,377,top-gc-riders,2016
Craddock Lawson,Cannondale-Drapac Pro Cycling Team,62,388,top-gc-riders,2016
Lindeman Bert-Jan,Team LottoNL-Jumbo,60,405,top-gc-riders,2016
Janse van Rensburg Reinardt,Team Dimension Data,59,406,top-gc-riders,2016
Polanc Jan,Lampre - Merida,57,418,top-gc-riders,2016
Erviti Imanol,Movistar Team,55,427,top-gc-riders,2016
Buchmann Emanuel,Bora - Argon 18,54,434,top-gc-riders,2016
Valgren Michael,Tinkoff,53,442,top-gc-riders,2016
Laporte Christophe,"Cofidis, Solutions Crédits",51,455,top-gc-riders,2016
Stuyven Jasper,Trek - Segafredo,47,483,top-gc-riders,2016
Richeze Maximiliano,Etixx - Quick Step,45,492,top-gc-riders,2016
Roosen Timo,Team LottoNL-Jumbo,44,501,top-gc-riders,2016
Schär Michael,BMC Racing Team,41,524,top-gc-riders,2016
Koren Kristijan,Cannondale-Drapac Pro Cycling Team,41,521,top-gc-riders,2016
Keisse Iljo,Etixx - Quick Step,40,533,top-gc-riders,2016
De Gendt Thomas,Lotto Soudal,40,534,top-gc-riders,2016
Cimolai Davide,Lampre - Merida,35,600,top-gc-riders,2016
Guarnieri Jacopo,Team Katusha ,35,599,top-gc-riders,2016
Matthews Michael,ORICA-BikeExchange,30,673,top-gc-riders,2016
Teklehaimanot Daniel,Team Dimension Data,30,655,top-gc-riders,2016
Arashiro Yukiya,Lampre - Merida,30,656,top-gc-riders,2016
Soupe Geoffrey,"Cofidis, Solutions Crédits",30,642,top-gc-riders,2016
Roux Anthony,FDJ,25,743,top-gc-riders,2016
Howes Alex,Cannondale-Drapac Pro Cycling Team,25,740,top-gc-riders,2016
Lemoine Cyril,"Cofidis, Solutions Crédits",25,741,top-gc-riders,2016
Langeveld Sebastian,Cannondale-Drapac Pro Cycling Team,24,771,top-gc-riders,2016
Mørkøv Michael,Team Katusha ,21,799,top-gc-riders,2016
McLay Daniel,Fortuneo - Vital Concept,18,858,top-gc-riders,2016
Bennett Sam,Bora - Argon 18,12,967,top-gc-riders,2016
Kristoff Alexander,Team Katusha ,1635.4,1,top-sprinters,2016
Greipel André,Lotto Soudal,1464.6,2,top-sprinters,2016
Sagan Peter,Tinkoff,1303,4,top-sprinters,2016
Cavendish Mark,Team Dimension Data,1219,5,top-sprinters,2016
Degenkolb John,Team Giant - Alpecin,937,7,top-sprinters,2016
Theuns Edward,Trek - Segafredo,847,10,top-sprinters,2016
Coquard Bryan,Direct Energie,735,13,top-sprinters,2016
Boasson Hagen Edvald,Team Dimension Data,674,18,top-sprinters,2016
Bennett Sam,Bora - Argon 18,652,19,top-sprinters,2016
Debusschere Jens,Lotto Soudal,641.8,20,top-sprinters,2016
Matthews Michael,ORICA-BikeExchange,578.6,23,top-sprinters,2016
Van Avermaet Greg,BMC Racing Team,469.7,38,top-sprinters,2016
Groenewegen Dylan,Team LottoNL-Jumbo,375,55,top-sprinters,2016
Naesen Oliver,IAM Cycling,338,58,top-sprinters,2016
Sinkeldam Ramon,Team Giant - Alpecin,335,60,top-sprinters,2016
Bakelants Jan,AG2R La Mondiale,322,66,top-sprinters,2016
Dumoulin Samuel,AG2R La Mondiale,319,67,top-sprinters,2016
Roelandts Jürgen,Lotto Soudal,318,68,top-sprinters,2016
Valverde Alejandro,Movistar Team,305.8,70,top-sprinters,2016
Impey Daryl,ORICA-BikeExchange,304.4,71,top-sprinters,2016
Navardauskas Ramūnas,Cannondale-Drapac Pro Cycling Team,283,81,top-sprinters,2016
McLay Daniel,Fortuneo - Vital Concept,282,82,top-sprinters,2016
Laporte Christophe,"Cofidis, Solutions Crédits",271,89,top-sprinters,2016
Alaphilippe Julian,Etixx - Quick Step,268.2,92,top-sprinters,2016
Cimolai Davide,Lampre - Merida,259,98,top-sprinters,2016
Bookwalter Brent,BMC Racing Team,243,109,top-sprinters,2016
Breschel Matti,Cannondale-Drapac Pro Cycling Team,242,111,top-sprinters,2016
Thomas Geraint,Team Sky,238.2,113,top-sprinters,2016
Vanmarcke Sep,Team LottoNL-Jumbo,217.6,138,top-sprinters,2016
Albasini Michael,ORICA-BikeExchange,208,144,top-sprinters,2016
Enger Sondre Holst,IAM Cycling,199,152,top-sprinters,2016
Delaplace Anthony,Fortuneo - Vital Concept,193,155,top-sprinters,2016
Archbold Shane,Bora - Argon 18,189,156,top-sprinters,2016
Lutsenko Alexey,Astana Pro Team,182,161,top-sprinters,2016
Cancellara Fabian,Trek - Segafredo,181,163,top-sprinters,2016
Gougeard Alexis,AG2R La Mondiale,167,184,top-sprinters,2016
Moreno Daniel,Movistar Team,164.8,187,top-sprinters,2016
Stuyven Jasper,Trek - Segafredo,163,193,top-sprinters,2016
Fonseca Armindo,Fortuneo - Vital Concept,162,196,top-sprinters,2016
Herrada Jesús,Movistar Team,153,206,top-sprinters,2016
Gallopin Tony,Lotto Soudal,152.8,207,top-sprinters,2016
Vachon Florian,Fortuneo - Vital Concept,151,210,top-sprinters,2016
Renshaw Mark,Team Dimension Data,146.2,218,top-sprinters,2016
Tiralongo Paolo,Astana Pro Team,135.4,236,top-sprinters,2016
Gène Yohann,Direct Energie,130,252,top-sprinters,2016
Janse van Rensburg Reinardt,Team Dimension Data,130,255,top-sprinters,2016
Gatto Oscar,Tinkoff,128,258,top-sprinters,2016
Nibali Vincenzo,Astana Pro Team,127.2,264,top-sprinters,2016
Haller Marco,Team Katusha ,127,265,top-sprinters,2016
Keisse Iljo,Etixx - Quick Step,124,276,top-sprinters,2016
Richeze Maximiliano,Etixx - Quick Step,124,272,top-sprinters,2016
Mørkøv Michael,Team Katusha ,124,277,top-sprinters,2016
Roux Anthony,FDJ,119,289,top-sprinters,2016
Vakoč Petr,Etixx - Quick Step,117,298,top-sprinters,2016
Pantano Jarlinson,IAM Cycling,115,307,top-sprinters,2016
Contador Alberto,Tinkoff,114.8,308,top-sprinters,2016
Dennis Rohan,BMC Racing Team,107,326,top-sprinters,2016
Aru Fabio,Astana Pro Team,98.6,362,top-sprinters,2016
Poels Wout,Team Sky,94,376,top-sprinters,2016
Dumoulin Tom,Team Giant - Alpecin,91,389,top-sprinters,2016
Froome Chris,Team Sky,87,419,top-sprinters,2016
Curvers Roy,Team Giant - Alpecin,86,426,top-sprinters,2016
Jeandesboz Fabrice,Direct Energie,85.2,428,top-sprinters,2016
Barguil Warren,Team Giant - Alpecin,81.6,447,top-sprinters,2016
Caruso Damiano,BMC Racing Team,80.8,451,top-sprinters,2016
Vicioso Ángel,Team Katusha ,79,463,top-sprinters,2016
Sánchez Luis León,Astana Pro Team,77.2,470,top-sprinters,2016
Guarnieri Jacopo,Team Katusha ,77.2,469,top-sprinters,2016
Tulik Angélo,Direct Energie,77,479,top-sprinters,2016
van Baarle Dylan,Cannondale-Drapac Pro Cycling Team,76,487,top-sprinters,2016
Kelderman Wilco,Team LottoNL-Jumbo,71.4,513,top-sprinters,2016
Božič Borut,"Cofidis, Solutions Crédits",71.2,514,top-sprinters,2016
Rolland Pierre,Cannondale-Drapac Pro Cycling Team,71,519,top-sprinters,2016
Elmiger Martin,IAM Cycling,70,528,top-sprinters,2016
Geschke Simon,Team Giant - Alpecin,70,525,top-sprinters,2016
Martens Paul,Team LottoNL-Jumbo,68,538,top-sprinters,2016
Costa Rui,Lampre - Merida,66.5,550,top-sprinters,2016
Howes Alex,Cannondale-Drapac Pro Cycling Team,66,556,top-sprinters,2016
Gerrans Simon,ORICA-BikeExchange,64,576,top-sprinters,2016
Pibernik Luka,Lampre - Merida,62,591,top-sprinters,2016
Zakarin Ilnur,Team Katusha ,61,596,top-sprinters,2016
Lindeman Bert-Jan,Team LottoNL-Jumbo,60,602,top-sprinters,2016
Duchesne Antoine,Direct Energie,59,613,top-sprinters,2016
Rowe Luke,Team Sky,59,610,top-sprinters,2016
Vuillermoz Alexis,AG2R La Mondiale,57,628,top-sprinters,2016
Vichot Arthur,FDJ,56,639,top-sprinters,2016
Petit Adrien,Direct Energie,55,647,top-sprinters,2016
Landa Mikel,Team Sky,53.4,666,top-sprinters,2016
Bak Lars Ytting,Lotto Soudal,53.2,667,top-sprinters,2016
Arashiro Yukiya,Lampre - Merida,53,675,top-sprinters,2016
Schillinger Andreas,Bora - Argon 18,51,699,top-sprinters,2016
Pozzovivo Domenico,AG2R La Mondiale,50.2,700,top-sprinters,2016
Valgren Michael,Tinkoff,50,708,top-sprinters,2016
Périchon Pierre-Luc,Fortuneo - Vital Concept,49,719,top-sprinters,2016
Berhane Natnael,Team Dimension Data,49,715,top-sprinters,2016
Pinot Thibaut,FDJ,47,733,top-sprinters,2016
van Garderen Tejay,BMC Racing Team,46.9,737,top-sprinters,2016
Pauwels Serge,Team Dimension Data,45,761,top-sprinters,2016
Ladagnous Matthieu,FDJ,43,785,top-sprinters,2016
Edet Nicolas,"Cofidis, Solutions Crédits",43,799,top-sprinters,2016
Izagirre Ion,Movistar Team,43,796,top-sprinters,2016
Bárta Jan,Bora - Argon 18,42,801,top-sprinters,2016
Preidler Georg,Team Giant - Alpecin,42,812,top-sprinters,2016
Henderson Gregory,Lotto Soudal,42,806,top-sprinters,2016
Martin Tony,Etixx - Quick Step,41,817,top-sprinters,2016
Chavanel Sylvain,Direct Energie,41,818,top-sprinters,2016
Grivko Andrey,Astana Pro Team,40,825,top-sprinters,2016
Soupe Geoffrey,"Cofidis, Solutions Crédits",39,840,top-sprinters,2016
Durbridge Luke,ORICA-BikeExchange,36,882,top-sprinters,2016
Gautier Cyril,AG2R La Mondiale,35.4,902,top-sprinters,2016
Bardet Romain,AG2R La Mondiale,34.5,922,top-sprinters,2016
Gastauer Ben,AG2R La Mondiale,31,995,top-sprinters,2016
Dumoulin Tom,Team Giant - Alpecin,838,2,top-time-trial-riders,2016
Martin Tony,Etixx - Quick Step,730,3,top-time-trial-riders,2016
Kiryienka Vasil,Team Sky,672,4,top-time-trial-riders,2016
Dennis Rohan,BMC Racing Team,659,5,top-time-trial-riders,2016
Cancellara Fabian,Trek - Segafredo,640,6,top-time-trial-riders,2016
Bodnar Maciej,Tinkoff,420,9,top-time-trial-riders,2016
Coppel Jérôme,IAM Cycling,408,10,top-time-trial-riders,2016
Thomas Geraint,Team Sky,330,13,top-time-trial-riders,2016
Van Avermaet Greg,BMC Racing Team,320,15,top-time-trial-riders,2016
Sánchez Luis León,Astana Pro Team,306,16,top-time-trial-riders,2016
Navardauskas Ramūnas,Cannondale-Drapac Pro Cycling Team,302,17,top-time-trial-riders,2016
Kelderman Wilco,Team LottoNL-Jumbo,284,20,top-time-trial-riders,2016
Cummings Steve,Team Dimension Data,280,21,top-time-trial-riders,2016
Sagan Peter,Tinkoff,257,23,top-time-trial-riders,2016
Van den Broeck Jurgen,Team Katusha ,256,24,top-time-trial-riders,2016
Izagirre Ion,Movistar Team,222,26,top-time-trial-riders,2016
Bárta Jan,Bora - Argon 18,200,28,top-time-trial-riders,2016
Oliveira Nelson,Movistar Team,191,30,top-time-trial-riders,2016
Porte Richie,BMC Racing Team,182,33,top-time-trial-riders,2016
Contador Alberto,Tinkoff,180,36,top-time-trial-riders,2016
Boasson Hagen Edvald,Team Dimension Data,178,39,top-time-trial-riders,2016
Morabito Steve,FDJ,170,41,top-time-trial-riders,2016
Quintana Nairo,Movistar Team,162,44,top-time-trial-riders,2016
Juul-Jensen Christopher,ORICA-BikeExchange,156,46,top-time-trial-riders,2016
Chavanel Sylvain,Direct Energie,154,47,top-time-trial-riders,2016
Pinot Thibaut,FDJ,146,50,top-time-trial-riders,2016
Costa Rui,Lampre - Merida,144,51,top-time-trial-riders,2016
Gougeard Alexis,AG2R La Mondiale,134,56,top-time-trial-riders,2016
Zakarin Ilnur,Team Katusha ,132,57,top-time-trial-riders,2016
Majka Rafał,Tinkoff,130,59,top-time-trial-riders,2016
Henao Sergio,Team Sky,128,61,top-time-trial-riders,2016
Valverde Alejandro,Movistar Team,127,63,top-time-trial-riders,2016
Izagirre Gorka,Movistar Team,125,66,top-time-trial-riders,2016
Durbridge Luke,ORICA-BikeExchange,122,70,top-time-trial-riders,2016
van Baarle Dylan,Cannondale-Drapac Pro Cycling Team,116,73,top-time-trial-riders,2016
Clement Stef,IAM Cycling,114,76,top-time-trial-riders,2016
Elmiger Martin,IAM Cycling,106,88,top-time-trial-riders,2016
Hollenstein Reto,IAM Cycling,105,91,top-time-trial-riders,2016
Rodríguez Joaquim,Team Katusha ,101,94,top-time-trial-riders,2016
Sicard Romain,Direct Energie,92,103,top-time-trial-riders,2016
Kangert Tanel,Astana Pro Team,90,105,top-time-trial-riders,2016
Grmay Tsgabu,Lampre - Merida,90,109,top-time-trial-riders,2016
Valgren Michael,Tinkoff,83,122,top-time-trial-riders,2016
Teklehaimanot Daniel,Team Dimension Data,81,125,top-time-trial-riders,2016
Matthews Michael,ORICA-BikeExchange,80,128,top-time-trial-riders,2016
Lemoine Cyril,"Cofidis, Solutions Crédits",80,127,top-time-trial-riders,2016
Petit Adrien,Direct Energie,80,126,top-time-trial-riders,2016
Janse van Rensburg Reinardt,Team Dimension Data,78,134,top-time-trial-riders,2016
Coquard Bryan,Direct Energie,76,136,top-time-trial-riders,2016
Delaplace Anthony,Fortuneo - Vital Concept,70,150,top-time-trial-riders,2016
Irizar Markel,Trek - Segafredo,69,154,top-time-trial-riders,2016
Grivko Andrey,Astana Pro Team,69,153,top-time-trial-riders,2016
van Garderen Tejay,BMC Racing Team,68,159,top-time-trial-riders,2016
Degenkolb John,Team Giant - Alpecin,67,161,top-time-trial-riders,2016
Greipel André,Lotto Soudal,64,167,top-time-trial-riders,2016
Alaphilippe Julian,Etixx - Quick Step,62,176,top-time-trial-riders,2016
Meintjes Louis,Lampre - Merida,62,177,top-time-trial-riders,2016
Kristoff Alexander,Team Katusha ,62,178,top-time-trial-riders,2016
Gallopin Tony,Lotto Soudal,61,181,top-time-trial-riders,2016
Bardet Romain,AG2R La Mondiale,61,183,top-time-trial-riders,2016
Fuglsang Jakob,Astana Pro Team,60,187,top-time-trial-riders,2016
Bookwalter Brent,BMC Racing Team,60,188,top-time-trial-riders,2016
Sieberg Marcel,Lotto Soudal,59,192,top-time-trial-riders,2016
Herrada Jesús,Movistar Team,56,204,top-time-trial-riders,2016
Plaza Rubén,ORICA-BikeExchange,55,210,top-time-trial-riders,2016
Aru Fabio,Astana Pro Team,52,214,top-time-trial-riders,2016
Lutsenko Alexey,Astana Pro Team,52,213,top-time-trial-riders,2016
Konrad Patrick,Bora - Argon 18,51,220,top-time-trial-riders,2016
Sinkeldam Ramon,Team Giant - Alpecin,49,235,top-time-trial-riders,2016
Stannard Ian,Team Sky,46,243,top-time-trial-riders,2016
Sepúlveda Eduardo,Fortuneo - Vital Concept,46,246,top-time-trial-riders,2016
Froome Chris,Team Sky,46,259,top-time-trial-riders,2016
Theuns Edward,Trek - Segafredo,45,263,top-time-trial-riders,2016
Vermote Julien,Etixx - Quick Step,45,264,top-time-trial-riders,2016
Mollema Bauke,Trek - Segafredo,44,271,top-time-trial-riders,2016
Frank Mathias,IAM Cycling,43,272,top-time-trial-riders,2016
De Gendt Thomas,Lotto Soudal,42,279,top-time-trial-riders,2016
Nibali Vincenzo,Astana Pro Team,42,281,top-time-trial-riders,2016
Laporte Christophe,"Cofidis, Solutions Crédits",42,286,top-time-trial-riders,2016
Preidler Georg,Team Giant - Alpecin,42,285,top-time-trial-riders,2016
Impey Daryl,ORICA-BikeExchange,41,291,top-time-trial-riders,2016
Périchon Pierre-Luc,Fortuneo - Vital Concept,40,298,top-time-trial-riders,2016
Bonnet William,FDJ,38,311,top-time-trial-riders,2016
Vanmarcke Sep,Team LottoNL-Jumbo,34,344,top-time-trial-riders,2016
Vakoč Petr,Etixx - Quick Step,32,377,top-time-trial-riders,2016
Henderson Gregory,Lotto Soudal,32,374,top-time-trial-riders,2016
Slagter Tom-Jelte,Cannondale-Drapac Pro Cycling Team,30,429,top-time-trial-riders,2016
Vichot Arthur,FDJ,30,406,top-time-trial-riders,2016
Roelandts Jürgen,Lotto Soudal,29,454,top-time-trial-riders,2016
Anacona Winner,Movistar Team,27,467,top-time-trial-riders,2016
Fonseca Armindo,Fortuneo - Vital Concept,22,576,top-time-trial-riders,2016
Vachon Florian,Fortuneo - Vital Concept,21,586,top-time-trial-riders,2016
Craddock Lawson,Cannondale-Drapac Pro Cycling Team,21,590,top-time-trial-riders,2016
Gautier Cyril,AG2R La Mondiale,20,658,top-time-trial-riders,2016
Berhane Natnael,Team Dimension Data,20,644,top-time-trial-riders,2016
Huzarski Bartosz,Bora - Argon 18,20,671,top-time-trial-riders,2016
Gastauer Ben,AG2R La Mondiale,18,691,top-time-trial-riders,2016
Kreuziger Roman,Tinkoff,18,696,top-time-trial-riders,2016
Albasini Michael,ORICA-BikeExchange,18,676,top-time-trial-riders,2016
Edet Nicolas,"Cofidis, Solutions Crédits",16,754,top-time-trial-riders,2016
Geschke Simon,Team Giant - Alpecin,16,730,top-time-trial-riders,2016
Roosen Timo,Team LottoNL-Jumbo,16,716,top-time-trial-riders,2016
Langeveld Sebastian,Cannondale-Drapac Pro Cycling Team,16,763,top-time-trial-riders,2016
Poels Wout,Team Sky,16,747,top-time-trial-riders,2016
Roy Jérémy,FDJ,15,809,top-time-trial-riders,2016
Roux Anthony,FDJ,15,810,top-time-trial-riders,2016
Ladagnous Matthieu,FDJ,14,834,top-time-trial-riders,2016
Rowe Luke,Team Sky,14,831,top-time-trial-riders,2016
Kittel Marcel,Etixx - Quick Step,14,820,top-time-trial-riders,2016
Zubeldia Haimar,Trek - Segafredo,13,845,top-time-trial-riders,2016
Debusschere Jens,Lotto Soudal,13,843,top-time-trial-riders,2016
McLay Daniel,Fortuneo - Vital Concept,13,842,top-time-trial-riders,2016
Reichenbach Sébastien,FDJ,12,879,top-time-trial-riders,2016
Pozzovivo Domenico,AG2R La Mondiale,12,877,top-time-trial-riders,2016
Richeze Maximiliano,Etixx - Quick Step,12,848,top-time-trial-riders,2016
Bakelants Jan,AG2R La Mondiale,12,941,top-time-trial-riders,2016
Polanc Jan,Lampre - Merida,10,958,top-time-trial-riders,2016
Schär Michael,BMC Racing Team,10,990,top-time-trial-riders,2016
Kristoff Alexander,Team Katusha ,1627,1,best-classic-riders,2016
Valverde Alejandro,Movistar Team,1287,2,best-classic-riders,2016
Matthews Michael,ORICA-BikeExchange,771,3,best-classic-riders,2016
Van Avermaet Greg,BMC Racing Team,760,4,best-classic-riders,2016
Nibali Vincenzo,Astana Pro Team,691,6,best-classic-riders,2016
Theuns Edward,Trek - Segafredo,676,7,best-classic-riders,2016
Sagan Peter,Tinkoff,669,8,best-classic-riders,2016
Degenkolb John,Team Giant - Alpecin,656,9,best-classic-riders,2016
Moreno Daniel,Movistar Team,526,14,best-classic-riders,2016
Bakelants Jan,AG2R La Mondiale,515,15,best-classic-riders,2016
Alaphilippe Julian,Etixx - Quick Step,497,18,best-classic-riders,2016
Debusschere Jens,Lotto Soudal,484,19,best-classic-riders,2016
Gallopin Tony,Lotto Soudal,476,21,best-classic-riders,2016
Costa Rui,Lampre - Merida,452,24,best-classic-riders,2016
Mollema Bauke,Trek - Segafredo,434,26,best-classic-riders,2016
Vanmarcke Sep,Team LottoNL-Jumbo,412,28,best-classic-riders,2016
Yates Adam,ORICA-BikeExchange,400,29,best-classic-riders,2016
Roelandts Jürgen,Lotto Soudal,397,30,best-classic-riders,2016
Thomas Geraint,Team Sky,378,32,best-classic-riders,2016
Greipel André,Lotto Soudal,360,34,best-classic-riders,2016
Navardauskas Ramūnas,Cannondale-Drapac Pro Cycling Team,337,38,best-classic-riders,2016
Rodríguez Joaquim,Team Katusha ,325,40,best-classic-riders,2016
Naesen Oliver,IAM Cycling,293,44,best-classic-riders,2016
Dumoulin Samuel,AG2R La Mondiale,291,45,best-classic-riders,2016
Rosa Diego,Astana Pro Team,275,47,best-classic-riders,2016
Groenewegen Dylan,Team LottoNL-Jumbo,267,51,best-classic-riders,2016
Pinot Thibaut,FDJ,265,52,best-classic-riders,2016
Slagter Tom-Jelte,Cannondale-Drapac Pro Cycling Team,250,58,best-classic-riders,2016
Vuillermoz Alexis,AG2R La Mondiale,249,60,best-classic-riders,2016
Cimolai Davide,Lampre - Merida,248,62,best-classic-riders,2016
Sinkeldam Ramon,Team Giant - Alpecin,248,61,best-classic-riders,2016
Kreuziger Roman,Tinkoff,239,65,best-classic-riders,2016
Breschel Matti,Cannondale-Drapac Pro Cycling Team,231,69,best-classic-riders,2016
Albasini Michael,ORICA-BikeExchange,230,71,best-classic-riders,2016
Bennett Sam,Bora - Argon 18,228,73,best-classic-riders,2016
Bardet Romain,AG2R La Mondiale,227,74,best-classic-riders,2016
Henao Sergio,Team Sky,215,79,best-classic-riders,2016
Coquard Bryan,Direct Energie,211,82,best-classic-riders,2016
Gatto Oscar,Tinkoff,210,84,best-classic-riders,2016
Arashiro Yukiya,Lampre - Merida,182,99,best-classic-riders,2016
Izagirre Ion,Movistar Team,182,98,best-classic-riders,2016
Fuglsang Jakob,Astana Pro Team,178,102,best-classic-riders,2016
Rowe Luke,Team Sky,177,103,best-classic-riders,2016
Stannard Ian,Team Sky,173,107,best-classic-riders,2016
Laporte Christophe,"Cofidis, Solutions Crédits",172,108,best-classic-riders,2016
Cavendish Mark,Team Dimension Data,170,109,best-classic-riders,2016
Sepúlveda Eduardo,Fortuneo - Vital Concept,165,113,best-classic-riders,2016
Elmiger Martin,IAM Cycling,165,115,best-classic-riders,2016
Delaplace Anthony,Fortuneo - Vital Concept,164,118,best-classic-riders,2016
Meintjes Louis,Lampre - Merida,161,120,best-classic-riders,2016
Lutsenko Alexey,Astana Pro Team,156,124,best-classic-riders,2016
Kelderman Wilco,Team LottoNL-Jumbo,155,126,best-classic-riders,2016
Curvers Roy,Team Giant - Alpecin,153,128,best-classic-riders,2016
Archbold Shane,Bora - Argon 18,151,132,best-classic-riders,2016
Barguil Warren,Team Giant - Alpecin,149,136,best-classic-riders,2016
Roux Anthony,FDJ,148,137,best-classic-riders,2016
Pozzovivo Domenico,AG2R La Mondiale,142,139,best-classic-riders,2016
Fonseca Armindo,Fortuneo - Vital Concept,137,145,best-classic-riders,2016
Poels Wout,Team Sky,137,144,best-classic-riders,2016
Polanc Jan,Lampre - Merida,131,149,best-classic-riders,2016
Boasson Hagen Edvald,Team Dimension Data,126,150,best-classic-riders,2016
Božič Borut,"Cofidis, Solutions Crédits",121,162,best-classic-riders,2016
Haller Marco,Team Katusha ,119,163,best-classic-riders,2016
Majka Rafał,Tinkoff,117,167,best-classic-riders,2016
