team,team_class,team_points,year,race
Israel Start-Up Nation,WT,4118,2020,tour-de-france
Groupama - FDJ,WT,3931,2020,tour-de-france
Mitchelton-Scott,WT,3776,2020,tour-de-france
NTT Pro Cycling,WT,3279,2020,tour-de-france
Team Sunweb,WT,3259,2020,tour-de-france
Team Arkéa Samsic,PRT,3012,2020,tour-de-france
Team Total Direct Energie,PRT,2137,2020,tour-de-france
B&B Hotels - Vital Concept p/b KTM,PRT,1932,2020,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
EF Education - Nippo,WT,3115,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
EF Education - Nippo,WT,3115,2021,tour-de-france
Israel Start-Up Nation,WT,2650,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
EF Education - Nippo,WT,3115,2021,tour-de-france
Israel Start-Up Nation,WT,2650,2021,tour-de-france
Team DSM,WT,2437,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
EF Education - Nippo,WT,3115,2021,tour-de-france
Israel Start-Up Nation,WT,2650,2021,tour-de-france
Team DSM,WT,2437,2021,tour-de-france
TotalEnergies,PRT,2369,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
EF Education - Nippo,WT,3115,2021,tour-de-france
Israel Start-Up Nation,WT,2650,2021,tour-de-france
Team DSM,WT,2437,2021,tour-de-france
TotalEnergies,PRT,2369,2021,tour-de-france
Team Qhubeka NextHash,WT,2281,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
EF Education - Nippo,WT,3115,2021,tour-de-france
Israel Start-Up Nation,WT,2650,2021,tour-de-france
Team DSM,WT,2437,2021,tour-de-france
TotalEnergies,PRT,2369,2021,tour-de-france
Team Qhubeka NextHash,WT,2281,2021,tour-de-france
B&B Hotels p/b KTM,PRT,1760,2021,tour-de-france
Team Jumbo-Visma,WT,6785,2021,tour-de-france
Movistar Team,WT,5512,2021,tour-de-france
Astana - Premier Tech,WT,5295,2021,tour-de-france
BORA - hansgrohe,WT,5247,2021,tour-de-france
UAE Team Emirates,WT,5040,2021,tour-de-france
AG2R Citroën Team,WT,4877,2021,tour-de-france
Trek - Segafredo,WT,4845,2021,tour-de-france
Bahrain - Victorious,WT,4697,2021,tour-de-france
INEOS Grenadiers,WT,4665,2021,tour-de-france
Deceuninck - Quick Step,WT,4561,2021,tour-de-france
Team BikeExchange,WT,4039,2021,tour-de-france
Lotto Soudal,WT,3998,2021,tour-de-france
Alpecin-Fenix,PRT,3452,2021,tour-de-france
Groupama - FDJ,WT,3295,2021,tour-de-france
Cofidis,WT,3225,2021,tour-de-france
Team Arkéa Samsic,PRT,3120,2021,tour-de-france
EF Education - Nippo,WT,3115,2021,tour-de-france
Israel Start-Up Nation,WT,2650,2021,tour-de-france
Team DSM,WT,2437,2021,tour-de-france
TotalEnergies,PRT,2369,2021,tour-de-france
Team Qhubeka NextHash,WT,2281,2021,tour-de-france
B&B Hotels p/b KTM,PRT,1760,2021,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,1572,2021,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Lotto Soudal,WT,2470,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Lotto Soudal,WT,2470,2022,tour-de-france
TotalEnergies,PRT,2416,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Lotto Soudal,WT,2470,2022,tour-de-france
TotalEnergies,PRT,2416,2022,tour-de-france
Movistar Team,WT,2389,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Lotto Soudal,WT,2470,2022,tour-de-france
TotalEnergies,PRT,2416,2022,tour-de-france
Movistar Team,WT,2389,2022,tour-de-france
Israel - Premier Tech,WT,2378,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Lotto Soudal,WT,2470,2022,tour-de-france
TotalEnergies,PRT,2416,2022,tour-de-france
Movistar Team,WT,2389,2022,tour-de-france
Israel - Premier Tech,WT,2378,2022,tour-de-france
Team DSM,WT,2327,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Lotto Soudal,WT,2470,2022,tour-de-france
TotalEnergies,PRT,2416,2022,tour-de-france
Movistar Team,WT,2389,2022,tour-de-france
Israel - Premier Tech,WT,2378,2022,tour-de-france
Team DSM,WT,2327,2022,tour-de-france
Astana Qazaqstan Team,WT,1616,2022,tour-de-france
Jumbo-Visma,WT,9601,2022,tour-de-france
UAE Team Emirates,WT,5920,2022,tour-de-france
INEOS Grenadiers,WT,4981,2022,tour-de-france
Bahrain - Victorious,WT,4941,2022,tour-de-france
