team,team_class,team_points,year,race
Team Jumbo-Visma,WT,4717,2021,vuelta-a-espana
UAE Team Emirates,WT,4382,2021,vuelta-a-espana
Astana - Premier Tech,WT,3782,2021,vuelta-a-espana
Bahrain - Victorious,WT,3354,2021,vuelta-a-espana
Team BikeExchange,WT,3169,2021,vuelta-a-espana
Deceuninck - Quick Step,WT,2988,2021,vuelta-a-espana
Cofidis,WT,2471,2021,vuelta-a-espana
BORA - hansgrohe,WT,2381,2021,vuelta-a-espana
Team DSM,WT,1943,2021,vuelta-a-espana
Groupama - FDJ,WT,1885,2021,vuelta-a-espana
Israel Start-Up Nation,WT,1811,2021,vuelta-a-espana
EF Education - Nippo,WT,1759,2021,vuelta-a-espana
AG2R Citroën Team,WT,1568,2021,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,1356,2021,vuelta-a-espana
Trek - Segafredo,WT,1296,2021,vuelta-a-espana
Alpecin-Fenix,PRT,1258,2021,vuelta-a-espana
Team Qhubeka NextHash,WT,1170,2021,vuelta-a-espana
Caja Rural - Seguros RGA,PRT,649,2021,vuelta-a-espana
Euskaltel - Euskadi,PRT,570,2021,vuelta-a-espana
Lotto Soudal,WT,428,2021,vuelta-a-espana
Burgos-BH,PRT,407,2021,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
Cofidis,WT,738,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
Cofidis,WT,738,2022,vuelta-a-espana
Israel - Premier Tech,WT,710,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
Cofidis,WT,738,2022,vuelta-a-espana
Israel - Premier Tech,WT,710,2022,vuelta-a-espana
Trek - Segafredo,WT,654,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
Cofidis,WT,738,2022,vuelta-a-espana
Israel - Premier Tech,WT,710,2022,vuelta-a-espana
Trek - Segafredo,WT,654,2022,vuelta-a-espana
Groupama - FDJ,WT,606,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
Cofidis,WT,738,2022,vuelta-a-espana
Israel - Premier Tech,WT,710,2022,vuelta-a-espana
Trek - Segafredo,WT,654,2022,vuelta-a-espana
Groupama - FDJ,WT,606,2022,vuelta-a-espana
EF Education-EasyPost,WT,456,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
Cofidis,WT,738,2022,vuelta-a-espana
Israel - Premier Tech,WT,710,2022,vuelta-a-espana
Trek - Segafredo,WT,654,2022,vuelta-a-espana
Groupama - FDJ,WT,606,2022,vuelta-a-espana
EF Education-EasyPost,WT,456,2022,vuelta-a-espana
Team DSM,WT,397,2022,vuelta-a-espana
UAE Team Emirates,WT,6776,2022,vuelta-a-espana
INEOS Grenadiers,WT,5127.4000000059605,2022,vuelta-a-espana
Jumbo-Visma,WT,4606,2022,vuelta-a-espana
Bahrain - Victorious,WT,3785,2022,vuelta-a-espana
BORA - hansgrohe,WT,3679,2022,vuelta-a-espana
Quick-Step Alpha Vinyl Team,WT,3546,2022,vuelta-a-espana
Movistar Team,WT,2869,2022,vuelta-a-espana
Intermarché - Wanty - Gobert Matériaux,WT,2351,2022,vuelta-a-espana
Lotto Soudal,WT,1682,2022,vuelta-a-espana
AG2R Citroën Team,WT,1629,2022,vuelta-a-espana
Team Arkéa Samsic,PRT,1245,2022,vuelta-a-espana
Astana Qazaqstan Team,WT,1023,2022,vuelta-a-espana
Alpecin-Deceuninck,PRT,879,2022,vuelta-a-espana
Cofidis,WT,738,2022,vuelta-a-espana
Israel - Premier Tech,WT,710,2022,vuelta-a-espana
Trek - Segafredo,WT,654,2022,vuelta-a-espana
Groupama - FDJ,WT,606,2022,vuelta-a-espana
EF Education-EasyPost,WT,456,2022,vuelta-a-espana
Team DSM,WT,397,2022,vuelta-a-espana
Team BikeExchange - Jayco,WT,205,2022,vuelta-a-espana
